innings,series,game,Player,O,M,R,W,ECON,0s,4s,6s,WD,NB,team
1,indian-premier-league-2012-520932,delhi-daredevils-vs-kolkata-knight-riders-51st-match-548357,Brett Lee,4,1,39,1,9.75,9,5,1,1,0,Kolkata Knight Riders
1,indian-premier-league-2012-520932,delhi-daredevils-vs-kolkata-knight-riders-51st-match-548357,Pradeep Sangwan,4,0,42,1,10.50,5,4,1,1,0,Kolkata Knight Riders
1,indian-premier-league-2012-520932,delhi-daredevils-vs-kolkata-knight-riders-51st-match-548357,Jacques Kallis,4,0,20,2,5.00,11,2,0,0,0,Kolkata Knight Riders
1,indian-premier-league-2012-520932,delhi-daredevils-vs-kolkata-knight-riders-51st-match-548357,Sunil Narine,4,0,23,2,5.75,14,1,1,1,0,Kolkata Knight Riders
1,indian-premier-league-2012-520932,delhi-daredevils-vs-kolkata-knight-riders-51st-match-548357,Rajat Bhatia,4,0,26,0,6.50,8,1,1,0,0,Kolkata Knight Riders
2,indian-premier-league-2012-520932,delhi-daredevils-vs-kolkata-knight-riders-51st-match-548357,Irfan Pathan,3,0,28,0,9.33,6,4,0,1,0,Delhi Daredevils
2,indian-premier-league-2012-520932,delhi-daredevils-vs-kolkata-knight-riders-51st-match-548357,Shahbaz Nadeem,4,0,32,0,8.00,7,3,1,0,0,Delhi Daredevils
2,indian-premier-league-2012-520932,delhi-daredevils-vs-kolkata-knight-riders-51st-match-548357,Morne Morkel,4,0,35,1,8.75,6,3,0,1,0,Delhi Daredevils
2,indian-premier-league-2012-520932,delhi-daredevils-vs-kolkata-knight-riders-51st-match-548357,Umesh Yadav,4,0,30,2,7.50,10,3,0,3,0,Delhi Daredevils
2,indian-premier-league-2012-520932,delhi-daredevils-vs-kolkata-knight-riders-51st-match-548357,Varun Aaron,3.4,0,20,1,5.45,12,1,0,2,0,Delhi Daredevils
