innings,series,game,Player,Out Type,Runs,B,M,4s,6s,SR,team
1,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Shikhar Dhawan, b Khan,5,4,-,1,0,125.00,Deccan Chargers
1,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Akshath Reddy,c de Villiers b Vinay Kumar,7,11,-,0,0,63.63,Deccan Chargers
1,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Kumar Sangakkara (c),c Vinay Kumar b Muralidaran,15,22,-,1,0,68.18,Deccan Chargers
1,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Cameron White,c Agarwal b Parameswaran,1,5,-,0,0,20.00,Deccan Chargers
1,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Jean-Paul Duminy,c sub (KP Appanna) b Khan,74,53,-,4,5,139.62,Deccan Chargers
1,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Parthiv Patel,c Gayle b Vinay Kumar,16,21,-,1,0,76.19,Deccan Chargers
1,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Ashish Reddy, b Vinay Kumar,4,4,-,0,0,100.00,Deccan Chargers
1,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Dale Steyn,not out ,0,0,-,0,0,-,Deccan Chargers
2,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Chris Gayle, b Steyn,27,10,-,3,2,270.00,Royal Challengers Bangalore
2,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Tillakaratne Dilshan,lbw b Steyn,4,12,-,0,0,33.33,Royal Challengers Bangalore
2,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Virat Kohli (c),c Gony b Ashish Reddy,42,40,-,2,2,105.00,Royal Challengers Bangalore
2,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Saurabh Tiwary,c Sangakkara b Pratap Singh,30,27,-,1,1,111.11,Royal Challengers Bangalore
2,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,AB de Villiers,c Duminy b Mishra,4,11,-,0,0,36.36,Royal Challengers Bangalore
2,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Mayank Agarwal, b Mishra,1,2,-,0,0,50.00,Royal Challengers Bangalore
2,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Zaheer Khan, b Steyn,0,4,-,0,0,0.00,Royal Challengers Bangalore
2,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Vinay Kumar,c Duminy b Ashish Reddy,7,7,-,1,0,100.00,Royal Challengers Bangalore
2,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Harshal Patel,not out ,5,5,-,0,0,100.00,Royal Challengers Bangalore
2,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Muthiah Muralidaran,c Duminy b Ashish Reddy,0,1,-,0,0,0.00,Royal Challengers Bangalore
2,indian-premier-league-2012-520932,deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376,Prasanth Parameswaran,not out ,0,1,-,0,0,0.00,Royal Challengers Bangalore
