innings,series,game,Player,Out Type,Runs,B,M,4s,6s,SR,team
1,indian-premier-league-2011-466304,kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242,Brendon McCullum,c Kallis b Unadkat,1,8,-,0,0,12.50,Kochi Tuskers Kerala
1,indian-premier-league-2011-466304,kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242,Michael Klinger,c Iqbal Abdulla b Pathan,29,26,-,3,0,111.53,Kochi Tuskers Kerala
1,indian-premier-league-2011-466304,kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242,Parthiv Patel,c Bhatia b Unadkat,21,16,-,4,0,131.25,Kochi Tuskers Kerala
1,indian-premier-league-2011-466304,kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242,Mahela Jayawardene (c),run out (Ladda/Kallis),55,41,-,2,2,134.14,Kochi Tuskers Kerala
1,indian-premier-league-2011-466304,kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242,Ravindra Jadeja,c Pathan b Bhatia,8,11,-,1,0,72.72,Kochi Tuskers Kerala
1,indian-premier-league-2011-466304,kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242,Brad Hodge,not out ,35,19,-,3,2,184.21,Kochi Tuskers Kerala
1,indian-premier-league-2011-466304,kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242,Raiphi Gomez,not out ,1,1,-,0,0,100.00,Kochi Tuskers Kerala
2,indian-premier-league-2011-466304,kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242,Jacques Kallis, b Gomez,45,41,-,5,0,109.75,Kolkata Knight Riders
2,indian-premier-league-2011-466304,kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242,Eoin Morgan,run out (Patel/Vinay Kumar),66,51,-,8,2,129.41,Kolkata Knight Riders
2,indian-premier-league-2011-466304,kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242,Gautam Gambhir (c),c Jayawardene b Gomez,0,1,-,0,0,0.00,Kolkata Knight Riders
2,indian-premier-league-2011-466304,kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242,Manoj Tiwary,c McCullum b Vinay Kumar,1,7,-,0,0,14.28,Kolkata Knight Riders
2,indian-premier-league-2011-466304,kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242,Yusuf Pathan,c Jayawardene b Vinay Kumar,17,13,-,2,0,130.76,Kolkata Knight Riders
2,indian-premier-league-2011-466304,kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242,Mark Boucher, b Singh,5,4,-,0,0,125.00,Kolkata Knight Riders
2,indian-premier-league-2011-466304,kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242,Brett Lee,run out (Jadeja/Patel),1,2,-,0,0,50.00,Kolkata Knight Riders
2,indian-premier-league-2011-466304,kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242,Rajat Bhatia,not out ,1,1,-,0,0,100.00,Kolkata Knight Riders
