innings,series,game,Player,Out Type,Runs,B,M,4s,6s,SR,team
1,indian-premier-league-2009-374163,deccan-chargers-vs-kolkata-knight-riders-48th-match-392228,Brendon McCullum (c),c Suman b Harris,20,18,-,1,1,111.11,Kolkata Knight Riders
1,indian-premier-league-2009-374163,deccan-chargers-vs-kolkata-knight-riders-48th-match-392228,Sourav Ganguly,c Harris b Sharma,33,41,-,3,0,80.48,Kolkata Knight Riders
1,indian-premier-league-2009-374163,deccan-chargers-vs-kolkata-knight-riders-48th-match-392228,Brad Hodge,c Harmeet Singh b Harris,48,41,-,5,0,117.07,Kolkata Knight Riders
1,indian-premier-league-2009-374163,deccan-chargers-vs-kolkata-knight-riders-48th-match-392228,David Hussey,run out (Gilchrist),43,17,-,2,4,252.94,Kolkata Knight Riders
1,indian-premier-league-2009-374163,deccan-chargers-vs-kolkata-knight-riders-48th-match-392228,Wriddhiman Saha,c Singh b Symonds,7,3,-,0,1,233.33,Kolkata Knight Riders
1,indian-premier-league-2009-374163,deccan-chargers-vs-kolkata-knight-riders-48th-match-392228,Mashrafe Mortaza,not out ,2,2,-,0,0,100.00,Kolkata Knight Riders
1,indian-premier-league-2009-374163,deccan-chargers-vs-kolkata-knight-riders-48th-match-392228,Ajit Agarkar,not out ,0,0,-,0,0,-,Kolkata Knight Riders
2,indian-premier-league-2009-374163,deccan-chargers-vs-kolkata-knight-riders-48th-match-392228,Adam Gilchrist (c)†,c sub (LR Shukla) b Hodge,43,31,-,5,2,138.70,Deccan Chargers
2,indian-premier-league-2009-374163,deccan-chargers-vs-kolkata-knight-riders-48th-match-392228,Herschelle Gibbs,c Hussey b Kartik,28,34,-,3,0,82.35,Deccan Chargers
2,indian-premier-league-2009-374163,deccan-chargers-vs-kolkata-knight-riders-48th-match-392228,Tirumalasetti Suman,run out (Hodge/Agarkar),31,24,-,3,1,129.16,Deccan Chargers
2,indian-premier-league-2009-374163,deccan-chargers-vs-kolkata-knight-riders-48th-match-392228,Andrew Symonds,run out (Mashrafe Mortaza),18,13,-,0,1,138.46,Deccan Chargers
2,indian-premier-league-2009-374163,deccan-chargers-vs-kolkata-knight-riders-48th-match-392228,Rohit Sharma,not out ,32,13,-,3,2,246.15,Deccan Chargers
2,indian-premier-league-2009-374163,deccan-chargers-vs-kolkata-knight-riders-48th-match-392228,Venugopal Rao,not out ,7,7,-,0,0,100.00,Deccan Chargers
