innings,series,game,Player,Out Type,Runs,B,M,4s,6s,SR,team
1,ipl-2019-1165643,kolkata-knight-riders-vs-delhi-capitals-26th-match-1178401,Joe Denly, b Sharma,0,1,1,0,0,0.00,Kolkata Knight Riders
1,ipl-2019-1165643,kolkata-knight-riders-vs-delhi-capitals-26th-match-1178401,Shubman Gill,c Patel b Paul,65,39,70,7,2,166.66,Kolkata Knight Riders
1,ipl-2019-1165643,kolkata-knight-riders-vs-delhi-capitals-26th-match-1178401,Robin Uthappa,c Pant b Rabada,28,30,38,4,1,93.33,Kolkata Knight Riders
1,ipl-2019-1165643,kolkata-knight-riders-vs-delhi-capitals-26th-match-1178401,Nitish Rana, b Morris,11,12,21,0,1,91.66,Kolkata Knight Riders
1,ipl-2019-1165643,kolkata-knight-riders-vs-delhi-capitals-26th-match-1178401,Andre Russell,c Rabada b Morris,45,21,34,3,4,214.28,Kolkata Knight Riders
1,ipl-2019-1165643,kolkata-knight-riders-vs-delhi-capitals-26th-match-1178401,Dinesh Karthik (c)†,c Dhawan b Rabada,2,3,6,0,0,66.66,Kolkata Knight Riders
1,ipl-2019-1165643,kolkata-knight-riders-vs-delhi-capitals-26th-match-1178401,Carlos Brathwaite,c Tewatia b Paul,6,7,23,0,0,85.71,Kolkata Knight Riders
1,ipl-2019-1165643,kolkata-knight-riders-vs-delhi-capitals-26th-match-1178401,Piyush Chawla,not out ,14,6,9,2,0,233.33,Kolkata Knight Riders
1,ipl-2019-1165643,kolkata-knight-riders-vs-delhi-capitals-26th-match-1178401,Kuldeep Yadav,not out ,2,2,3,0,0,100.00,Kolkata Knight Riders
2,ipl-2019-1165643,kolkata-knight-riders-vs-delhi-capitals-26th-match-1178401,Prithvi Shaw,c Karthik b Prasidh Krishna,14,7,17,0,2,200.00,Delhi Capitals
2,ipl-2019-1165643,kolkata-knight-riders-vs-delhi-capitals-26th-match-1178401,Shikhar Dhawan,not out ,97,63,98,11,2,153.96,Delhi Capitals
2,ipl-2019-1165643,kolkata-knight-riders-vs-delhi-capitals-26th-match-1178401,Shreyas Iyer (c),c Karthik b Russell,6,6,13,1,0,100.00,Delhi Capitals
2,ipl-2019-1165643,kolkata-knight-riders-vs-delhi-capitals-26th-match-1178401,Rishabh Pant,c Kuldeep Yadav b Rana,46,31,59,4,2,148.38,Delhi Capitals
2,ipl-2019-1165643,kolkata-knight-riders-vs-delhi-capitals-26th-match-1178401,Colin Ingram,not out ,14,6,8,1,1,233.33,Delhi Capitals
