innings,series,game,Player,O,M,R,W,ECON,0s,4s,6s,WD,NB,team
1,indian-premier-league-2022-1298423,delhi-capitals-vs-mumbai-indians-2nd-match-1304048,Shardul Thakur,4,0,47,0,11.75,8,3,4,1,0,Delhi Capitals
1,indian-premier-league-2022-1298423,delhi-capitals-vs-mumbai-indians-2nd-match-1304048,Khaleel Ahmed,4,0,27,2,6.75,13,5,0,0,0,Delhi Capitals
1,indian-premier-league-2022-1298423,delhi-capitals-vs-mumbai-indians-2nd-match-1304048,Axar Patel,4,0,40,0,10.00,3,4,1,0,0,Delhi Capitals
1,indian-premier-league-2022-1298423,delhi-capitals-vs-mumbai-indians-2nd-match-1304048,Kamlesh Nagarkoti,2,0,29,0,14.50,4,5,1,1,0,Delhi Capitals
1,indian-premier-league-2022-1298423,delhi-capitals-vs-mumbai-indians-2nd-match-1304048,Kuldeep Yadav,4,0,18,3,4.50,8,0,0,0,0,Delhi Capitals
1,indian-premier-league-2022-1298423,delhi-capitals-vs-mumbai-indians-2nd-match-1304048,Lalit Yadav,2,0,15,0,7.50,2,1,0,0,0,Delhi Capitals
2,indian-premier-league-2022-1298423,delhi-capitals-vs-mumbai-indians-2nd-match-1304048,Daniel Sams,4,0,57,0,14.25,4,6,3,2,0,Mumbai Indians
2,indian-premier-league-2022-1298423,delhi-capitals-vs-mumbai-indians-2nd-match-1304048,Jasprit Bumrah,3.2,0,43,0,12.90,4,7,1,0,0,Mumbai Indians
2,indian-premier-league-2022-1298423,delhi-capitals-vs-mumbai-indians-2nd-match-1304048,Basil Thampi,4,0,35,3,8.75,11,2,2,3,0,Mumbai Indians
2,indian-premier-league-2022-1298423,delhi-capitals-vs-mumbai-indians-2nd-match-1304048,Murugan Ashwin,4,0,14,2,3.50,14,1,0,0,0,Mumbai Indians
2,indian-premier-league-2022-1298423,delhi-capitals-vs-mumbai-indians-2nd-match-1304048,Tymal Mills,3,0,26,1,8.66,6,2,1,2,0,Mumbai Indians
