innings,series,game,Player,O,M,R,W,ECON,0s,4s,6s,WD,NB,team
1,ipl-2017-1078425,kolkata-knight-riders-vs-delhi-daredevils-32nd-match-1082622,Nathan Coulter-Nile,4,0,34,3,8.50,11,7,0,0,0,Kolkata Knight Riders
1,ipl-2017-1078425,kolkata-knight-riders-vs-delhi-daredevils-32nd-match-1082622,Umesh Yadav,4,0,38,1,9.50,9,3,2,1,0,Kolkata Knight Riders
1,ipl-2017-1078425,kolkata-knight-riders-vs-delhi-daredevils-32nd-match-1082622,Chris Woakes,3,0,20,0,6.66,5,2,0,0,0,Kolkata Knight Riders
1,ipl-2017-1078425,kolkata-knight-riders-vs-delhi-daredevils-32nd-match-1082622,Sunil Narine,4,0,25,1,6.25,8,1,0,1,0,Kolkata Knight Riders
1,ipl-2017-1078425,kolkata-knight-riders-vs-delhi-daredevils-32nd-match-1082622,Kuldeep Yadav,4,0,27,0,6.75,4,0,1,0,0,Kolkata Knight Riders
1,ipl-2017-1078425,kolkata-knight-riders-vs-delhi-daredevils-32nd-match-1082622,Colin de Grandhomme,1,0,15,0,15.00,0,1,1,0,0,Kolkata Knight Riders
2,ipl-2017-1078425,kolkata-knight-riders-vs-delhi-daredevils-32nd-match-1082622,Zaheer Khan,1.1,0,8,0,6.85,3,1,0,0,0,Delhi Daredevils
2,ipl-2017-1078425,kolkata-knight-riders-vs-delhi-daredevils-32nd-match-1082622,Kagiso Rabada,3.2,0,20,2,6.00,10,3,0,1,0,Delhi Daredevils
2,ipl-2017-1078425,kolkata-knight-riders-vs-delhi-daredevils-32nd-match-1082622,Corey Anderson,2.5,0,27,0,9.52,3,4,0,0,0,Delhi Daredevils
2,ipl-2017-1078425,kolkata-knight-riders-vs-delhi-daredevils-32nd-match-1082622,Chris Morris,3,0,39,0,13.00,3,4,2,0,0,Delhi Daredevils
2,ipl-2017-1078425,kolkata-knight-riders-vs-delhi-daredevils-32nd-match-1082622,Pat Cummins,3,0,22,0,7.33,7,2,1,0,0,Delhi Daredevils
2,ipl-2017-1078425,kolkata-knight-riders-vs-delhi-daredevils-32nd-match-1082622,Amit Mishra,3,0,36,0,12.00,5,6,1,0,0,Delhi Daredevils
