innings,series,game,Player,O,M,R,W,ECON,0s,4s,6s,WD,NB,team
1,ipl-2017-1078425,kolkata-knight-riders-vs-kings-xi-punjab-11th-match-1082601,Trent Boult,4,0,36,0,9.00,10,6,0,0,0,Kolkata Knight Riders
1,ipl-2017-1078425,kolkata-knight-riders-vs-kings-xi-punjab-11th-match-1082601,Umesh Yadav,4,0,33,4,8.25,11,2,2,3,0,Kolkata Knight Riders
1,ipl-2017-1078425,kolkata-knight-riders-vs-kings-xi-punjab-11th-match-1082601,Chris Woakes,3,0,30,2,10.00,6,5,0,2,0,Kolkata Knight Riders
1,ipl-2017-1078425,kolkata-knight-riders-vs-kings-xi-punjab-11th-match-1082601,Sunil Narine,4,0,19,1,4.75,14,0,0,3,0,Kolkata Knight Riders
1,ipl-2017-1078425,kolkata-knight-riders-vs-kings-xi-punjab-11th-match-1082601,Piyush Chawla,3,0,36,1,12.00,6,3,3,0,0,Kolkata Knight Riders
1,ipl-2017-1078425,kolkata-knight-riders-vs-kings-xi-punjab-11th-match-1082601,Colin de Grandhomme,2,0,15,1,7.50,8,1,1,0,2,Kolkata Knight Riders
2,ipl-2017-1078425,kolkata-knight-riders-vs-kings-xi-punjab-11th-match-1082601,Sandeep Sharma,3,0,28,0,9.33,8,4,1,1,0,Kings XI Punjab
2,ipl-2017-1078425,kolkata-knight-riders-vs-kings-xi-punjab-11th-match-1082601,Ishant Sharma,2,0,16,0,8.00,7,3,0,2,0,Kings XI Punjab
2,ipl-2017-1078425,kolkata-knight-riders-vs-kings-xi-punjab-11th-match-1082601,Glenn Maxwell,1,0,18,0,18.00,0,4,0,0,0,Kings XI Punjab
2,ipl-2017-1078425,kolkata-knight-riders-vs-kings-xi-punjab-11th-match-1082601,Varun Aaron,2,0,23,1,11.50,4,1,2,2,0,Kings XI Punjab
2,ipl-2017-1078425,kolkata-knight-riders-vs-kings-xi-punjab-11th-match-1082601,Mohit Sharma,3,0,30,0,10.00,3,3,1,0,0,Kings XI Punjab
2,ipl-2017-1078425,kolkata-knight-riders-vs-kings-xi-punjab-11th-match-1082601,Axar Patel,4,0,36,1,9.00,2,4,0,0,0,Kings XI Punjab
2,ipl-2017-1078425,kolkata-knight-riders-vs-kings-xi-punjab-11th-match-1082601,Marcus Stoinis,1.3,0,14,0,9.33,3,1,1,0,0,Kings XI Punjab
