innings,series,game,Player,O,M,R,W,ECON,0s,4s,6s,WD,NB,team
1,ipl-2017-1078425,mumbai-indians-vs-rising-pune-supergiant-28th-match-1082618,Mitchell Johnson,4,0,34,1,8.50,9,4,1,1,0,Mumbai Indians
1,ipl-2017-1078425,mumbai-indians-vs-rising-pune-supergiant-28th-match-1082618,Mitchell McClenaghan,4,0,36,0,9.00,10,7,0,1,0,Mumbai Indians
1,ipl-2017-1078425,mumbai-indians-vs-rising-pune-supergiant-28th-match-1082618,Karn Sharma,4,0,39,2,9.75,7,3,2,0,0,Mumbai Indians
1,ipl-2017-1078425,mumbai-indians-vs-rising-pune-supergiant-28th-match-1082618,Jasprit Bumrah,4,0,29,2,7.25,10,3,0,0,0,Mumbai Indians
1,ipl-2017-1078425,mumbai-indians-vs-rising-pune-supergiant-28th-match-1082618,Harbhajan Singh,4,0,20,1,5.00,7,0,0,0,0,Mumbai Indians
2,ipl-2017-1078425,mumbai-indians-vs-rising-pune-supergiant-28th-match-1082618,Washington Sundar,4,0,26,1,6.50,8,3,0,0,0,Rising Pune Supergiant
2,ipl-2017-1078425,mumbai-indians-vs-rising-pune-supergiant-28th-match-1082618,Shardul Thakur,3,0,29,0,9.66,6,3,1,1,0,Rising Pune Supergiant
2,ipl-2017-1078425,mumbai-indians-vs-rising-pune-supergiant-28th-match-1082618,Jaydev Unadkat,4,0,40,2,10.00,8,4,2,1,0,Rising Pune Supergiant
2,ipl-2017-1078425,mumbai-indians-vs-rising-pune-supergiant-28th-match-1082618,Ben Stokes,4,1,21,2,5.25,10,2,0,1,0,Rising Pune Supergiant
2,ipl-2017-1078425,mumbai-indians-vs-rising-pune-supergiant-28th-match-1082618,Dan Christian,1,0,6,1,6.00,3,1,0,0,0,Rising Pune Supergiant
2,ipl-2017-1078425,mumbai-indians-vs-rising-pune-supergiant-28th-match-1082618,Imran Tahir,4,0,32,1,8.00,12,3,2,0,0,Rising Pune Supergiant
