innings,series,game,Player,O,M,R,W,ECON,0s,4s,6s,WD,NB,team
1,ipl-2021-1249214,kolkata-knight-riders-vs-punjab-kings-45th-match-1254102,Fabian Allen,4,0,38,0,9.50,5,3,2,0,0,Punjab Kings
1,ipl-2021-1249214,kolkata-knight-riders-vs-punjab-kings-45th-match-1254102,Mohammed Shami,4,0,23,1,5.75,10,2,0,1,0,Punjab Kings
1,ipl-2021-1249214,kolkata-knight-riders-vs-punjab-kings-45th-match-1254102,Arshdeep Singh,4,0,32,3,8.00,10,2,1,2,0,Punjab Kings
1,ipl-2021-1249214,kolkata-knight-riders-vs-punjab-kings-45th-match-1254102,Nathan Ellis,4,0,46,0,11.50,4,6,1,1,0,Punjab Kings
1,ipl-2021-1249214,kolkata-knight-riders-vs-punjab-kings-45th-match-1254102,Ravi Bishnoi,4,0,22,2,5.50,9,2,0,0,0,Punjab Kings
2,ipl-2021-1249214,kolkata-knight-riders-vs-punjab-kings-45th-match-1254102,Tim Southee,4,0,40,0,10.00,5,3,2,1,0,Kolkata Knight Riders
2,ipl-2021-1249214,kolkata-knight-riders-vs-punjab-kings-45th-match-1254102,Shivam Mavi,4,0,31,1,7.75,12,4,1,0,0,Kolkata Knight Riders
2,ipl-2021-1249214,kolkata-knight-riders-vs-punjab-kings-45th-match-1254102,Varun Chakravarthy,4,0,24,2,6.00,8,1,1,0,0,Kolkata Knight Riders
2,ipl-2021-1249214,kolkata-knight-riders-vs-punjab-kings-45th-match-1254102,Sunil Narine,4,0,34,1,8.50,5,0,2,2,0,Kolkata Knight Riders
2,ipl-2021-1249214,kolkata-knight-riders-vs-punjab-kings-45th-match-1254102,Venkatesh Iyer,2.3,0,30,1,12.00,2,0,3,0,1,Kolkata Knight Riders
2,ipl-2021-1249214,kolkata-knight-riders-vs-punjab-kings-45th-match-1254102,Nitish Rana,1,0,7,0,7.00,1,0,0,0,0,Kolkata Knight Riders
