innings,series,game,Player,O,M,R,W,ECON,0s,4s,6s,WD,NB,team
1,ipl-2021-1249214,punjab-kings-vs-chennai-super-kings-8th-match-1254065,Deepak Chahar,4,1,13,4,3.25,18,2,0,1,0,Chennai Super Kings
1,ipl-2021-1249214,punjab-kings-vs-chennai-super-kings-8th-match-1254065,Sam Curran,3,0,12,1,4.00,12,1,0,1,0,Chennai Super Kings
1,ipl-2021-1249214,punjab-kings-vs-chennai-super-kings-8th-match-1254065,Shardul Thakur,4,0,35,0,8.75,8,5,0,1,0,Chennai Super Kings
1,ipl-2021-1249214,punjab-kings-vs-chennai-super-kings-8th-match-1254065,Ravindra Jadeja,4,0,19,0,4.75,14,1,1,1,0,Chennai Super Kings
1,ipl-2021-1249214,punjab-kings-vs-chennai-super-kings-8th-match-1254065,Moeen Ali,3,0,17,1,5.66,6,0,1,0,0,Chennai Super Kings
1,ipl-2021-1249214,punjab-kings-vs-chennai-super-kings-8th-match-1254065,Dwayne Bravo,2,0,10,1,5.00,6,1,0,0,0,Chennai Super Kings
2,ipl-2021-1249214,punjab-kings-vs-chennai-super-kings-8th-match-1254065,Mohammed Shami,4,0,21,2,5.25,11,2,0,0,0,Punjab Kings
2,ipl-2021-1249214,punjab-kings-vs-chennai-super-kings-8th-match-1254065,Jhye Richardson,3,0,21,0,7.00,11,2,1,0,0,Punjab Kings
2,ipl-2021-1249214,punjab-kings-vs-chennai-super-kings-8th-match-1254065,Arshdeep Singh,2,0,7,1,3.50,8,1,0,0,0,Punjab Kings
2,ipl-2021-1249214,punjab-kings-vs-chennai-super-kings-8th-match-1254065,Riley Meredith,3.4,0,21,0,5.72,14,4,0,1,0,Punjab Kings
2,ipl-2021-1249214,punjab-kings-vs-chennai-super-kings-8th-match-1254065,Murugan Ashwin,3,0,32,1,10.66,5,3,1,1,0,Punjab Kings
