innings,series,game,Player,O,M,R,W,ECON,0s,4s,6s,WD,NB,team
1,ipl-2021-1249214,sunrisers-hyderabad-vs-delhi-capitals-20th-match-1254077,Khaleel Ahmed,4,0,42,0,10.50,6,6,1,0,0,Sunrisers Hyderabad
1,ipl-2021-1249214,sunrisers-hyderabad-vs-delhi-capitals-20th-match-1254077,Abhishek Sharma,1,0,14,0,14.00,2,3,0,1,0,Sunrisers Hyderabad
1,ipl-2021-1249214,sunrisers-hyderabad-vs-delhi-capitals-20th-match-1254077,Siddarth Kaul,4,0,31,2,7.75,8,1,2,0,0,Sunrisers Hyderabad
1,ipl-2021-1249214,sunrisers-hyderabad-vs-delhi-capitals-20th-match-1254077,Jagadeesha Suchith,4,0,21,0,5.25,9,2,0,0,0,Sunrisers Hyderabad
1,ipl-2021-1249214,sunrisers-hyderabad-vs-delhi-capitals-20th-match-1254077,Vijay Shankar,3,0,19,0,6.33,7,1,0,1,1,Sunrisers Hyderabad
1,ipl-2021-1249214,sunrisers-hyderabad-vs-delhi-capitals-20th-match-1254077,Rashid Khan,4,0,31,1,7.75,7,4,0,0,0,Sunrisers Hyderabad
2,ipl-2021-1249214,sunrisers-hyderabad-vs-delhi-capitals-20th-match-1254077,Kagiso Rabada,3,0,25,0,8.33,7,2,1,1,0,Delhi Capitals
2,ipl-2021-1249214,sunrisers-hyderabad-vs-delhi-capitals-20th-match-1254077,Ravichandran Ashwin,4,0,27,0,6.75,12,3,1,1,0,Delhi Capitals
2,ipl-2021-1249214,sunrisers-hyderabad-vs-delhi-capitals-20th-match-1254077,Marcus Stoinis,1,0,12,0,12.00,2,1,1,0,0,Delhi Capitals
2,ipl-2021-1249214,sunrisers-hyderabad-vs-delhi-capitals-20th-match-1254077,Axar Patel,4,0,26,2,6.50,11,2,1,0,0,Delhi Capitals
2,ipl-2021-1249214,sunrisers-hyderabad-vs-delhi-capitals-20th-match-1254077,Avesh Khan,4,0,34,3,8.50,9,3,1,3,0,Delhi Capitals
2,ipl-2021-1249214,sunrisers-hyderabad-vs-delhi-capitals-20th-match-1254077,Amit Mishra,4,0,31,1,7.75,8,3,0,0,0,Delhi Capitals
