innings,series,game,Player,O,M,R,W,ECON,0s,4s,6s,WD,NB,team
1,indian-premier-league-2009-10-418064,chennai-super-kings-vs-kolkata-knight-riders-48th-match-419153,Ravichandran Ashwin,4,0,16,3,4.00,16,0,1,1,0,Chennai Super Kings
1,indian-premier-league-2009-10-418064,chennai-super-kings-vs-kolkata-knight-riders-48th-match-419153,Doug Bollinger,4,1,15,2,3.75,18,3,0,0,0,Chennai Super Kings
1,indian-premier-league-2009-10-418064,chennai-super-kings-vs-kolkata-knight-riders-48th-match-419153,Albie Morkel,2,0,14,0,7.00,3,0,0,1,0,Chennai Super Kings
1,indian-premier-league-2009-10-418064,chennai-super-kings-vs-kolkata-knight-riders-48th-match-419153,Shadab Jakati,4,0,23,1,5.75,10,2,0,1,0,Chennai Super Kings
1,indian-premier-league-2009-10-418064,chennai-super-kings-vs-kolkata-knight-riders-48th-match-419153,Muthiah Muralidaran,4,0,47,1,11.75,8,4,2,3,0,Chennai Super Kings
1,indian-premier-league-2009-10-418064,chennai-super-kings-vs-kolkata-knight-riders-48th-match-419153,Suresh Raina,2,0,18,1,9.00,4,0,2,0,0,Chennai Super Kings
2,indian-premier-league-2009-10-418064,chennai-super-kings-vs-kolkata-knight-riders-48th-match-419153,Chris Gayle,3,0,35,1,11.66,8,4,0,2,0,Kolkata Knight Riders
2,indian-premier-league-2009-10-418064,chennai-super-kings-vs-kolkata-knight-riders-48th-match-419153,Ashok Dinda,2,0,25,0,12.50,4,5,0,1,0,Kolkata Knight Riders
2,indian-premier-league-2009-10-418064,chennai-super-kings-vs-kolkata-knight-riders-48th-match-419153,Ajit Agarkar,2,0,14,0,7.00,5,2,0,1,0,Kolkata Knight Riders
2,indian-premier-league-2009-10-418064,chennai-super-kings-vs-kolkata-knight-riders-48th-match-419153,Iqbal Abdulla,2.3,0,21,0,8.40,7,1,2,0,0,Kolkata Knight Riders
2,indian-premier-league-2009-10-418064,chennai-super-kings-vs-kolkata-knight-riders-48th-match-419153,David Hussey,2,0,22,0,11.00,2,2,1,0,0,Kolkata Knight Riders
2,indian-premier-league-2009-10-418064,chennai-super-kings-vs-kolkata-knight-riders-48th-match-419153,Angelo Mathews,1,0,15,0,15.00,1,1,1,1,0,Kolkata Knight Riders
2,indian-premier-league-2009-10-418064,chennai-super-kings-vs-kolkata-knight-riders-48th-match-419153,Laxmi Shukla,1,0,9,0,9.00,2,0,1,0,0,Kolkata Knight Riders
