innings,series,game,Player,O,M,R,W,ECON,0s,4s,6s,WD,NB,team
1,indian-premier-league-2013-586733,rajasthan-royals-vs-chennai-super-kings-61st-match-598058,Vikramjeet Malik,3,0,19,0,6.33,9,3,0,0,0,Rajasthan Royals
1,indian-premier-league-2013-586733,rajasthan-royals-vs-chennai-super-kings-61st-match-598058,James Faulkner,4,0,23,0,5.75,10,2,0,0,0,Rajasthan Royals
1,indian-premier-league-2013-586733,rajasthan-royals-vs-chennai-super-kings-61st-match-598058,Shane Watson,4,0,23,0,5.75,14,2,0,1,0,Rajasthan Royals
1,indian-premier-league-2013-586733,rajasthan-royals-vs-chennai-super-kings-61st-match-598058,Siddharth Trivedi,2,0,22,0,11.00,4,4,0,1,0,Rajasthan Royals
1,indian-premier-league-2013-586733,rajasthan-royals-vs-chennai-super-kings-61st-match-598058,Kevon Cooper,4,0,32,2,8.00,8,4,0,0,0,Rajasthan Royals
1,indian-premier-league-2013-586733,rajasthan-royals-vs-chennai-super-kings-61st-match-598058,Stuart Binny,3,0,17,1,5.66,8,1,0,1,0,Rajasthan Royals
2,indian-premier-league-2013-586733,rajasthan-royals-vs-chennai-super-kings-61st-match-598058,Mohit Sharma,4,0,21,1,5.25,14,3,0,0,0,Chennai Super Kings
2,indian-premier-league-2013-586733,rajasthan-royals-vs-chennai-super-kings-61st-match-598058,Jason Holder,4,0,20,2,5.00,14,1,1,0,0,Chennai Super Kings
2,indian-premier-league-2013-586733,rajasthan-royals-vs-chennai-super-kings-61st-match-598058,Chris Morris,4,0,36,1,9.00,9,6,0,0,0,Chennai Super Kings
2,indian-premier-league-2013-586733,rajasthan-royals-vs-chennai-super-kings-61st-match-598058,Dwayne Bravo,3,0,35,1,11.66,7,1,4,0,0,Chennai Super Kings
2,indian-premier-league-2013-586733,rajasthan-royals-vs-chennai-super-kings-61st-match-598058,Ravichandran Ashwin,1,0,23,0,23.00,0,0,3,1,0,Chennai Super Kings
2,indian-premier-league-2013-586733,rajasthan-royals-vs-chennai-super-kings-61st-match-598058,Ravindra Jadeja,1.1,0,9,0,7.71,3,0,1,0,0,Chennai Super Kings
