innings,series,game,Player,O,M,R,W,ECON,0s,4s,6s,WD,NB,team
1,indian-premier-league-2013-586733,sunrisers-hyderabad-vs-delhi-daredevils-48th-match-598044,Dale Steyn,4,0,21,2,5.25,16,2,1,0,0,Sunrisers Hyderabad
1,indian-premier-league-2013-586733,sunrisers-hyderabad-vs-delhi-daredevils-48th-match-598044,Ishant Sharma,3,1,11,1,3.66,13,1,0,1,0,Sunrisers Hyderabad
1,indian-premier-league-2013-586733,sunrisers-hyderabad-vs-delhi-daredevils-48th-match-598044,Thisara Perera,3.1,0,11,2,3.47,13,1,0,0,1,Sunrisers Hyderabad
1,indian-premier-league-2013-586733,sunrisers-hyderabad-vs-delhi-daredevils-48th-match-598044,Daren Sammy,3,0,10,2,3.33,10,0,0,0,0,Sunrisers Hyderabad
1,indian-premier-league-2013-586733,sunrisers-hyderabad-vs-delhi-daredevils-48th-match-598044,Karn Sharma,2,0,9,1,4.50,5,0,0,0,0,Sunrisers Hyderabad
1,indian-premier-league-2013-586733,sunrisers-hyderabad-vs-delhi-daredevils-48th-match-598044,Amit Mishra,4,0,16,1,4.00,11,0,0,0,0,Sunrisers Hyderabad
2,indian-premier-league-2013-586733,sunrisers-hyderabad-vs-delhi-daredevils-48th-match-598044,Irfan Pathan,1,0,6,0,6.00,3,1,0,0,0,Delhi Daredevils
2,indian-premier-league-2013-586733,sunrisers-hyderabad-vs-delhi-daredevils-48th-match-598044,Umesh Yadav,2.5,0,27,0,9.52,7,5,0,1,0,Delhi Daredevils
2,indian-premier-league-2013-586733,sunrisers-hyderabad-vs-delhi-daredevils-48th-match-598044,Ashish Nehra,2,0,14,1,7.00,5,2,0,1,0,Delhi Daredevils
2,indian-premier-league-2013-586733,sunrisers-hyderabad-vs-delhi-daredevils-48th-match-598044,Johan Botha,3,0,11,2,3.66,10,0,0,1,0,Delhi Daredevils
2,indian-premier-league-2013-586733,sunrisers-hyderabad-vs-delhi-daredevils-48th-match-598044,Jeevan Mendis,3,0,16,1,5.33,8,0,1,0,0,Delhi Daredevils
2,indian-premier-league-2013-586733,sunrisers-hyderabad-vs-delhi-daredevils-48th-match-598044,Shahbaz Nadeem,2,0,7,0,3.50,6,0,0,0,0,Delhi Daredevils
