innings,series,game,Player,Out Type,Runs,B,M,4s,6s,SR,team
1,ipl-2020-21-1210595,mumbai-indians-vs-delhi-capitals-27th-match-1216529,Prithvi Shaw,c KH Pandya b Boult,4,3,-,1,0,133.33,Delhi Capitals
1,ipl-2020-21-1210595,mumbai-indians-vs-delhi-capitals-27th-match-1216529,Shikhar Dhawan,not out ,69,52,-,6,1,132.69,Delhi Capitals
1,ipl-2020-21-1210595,mumbai-indians-vs-delhi-capitals-27th-match-1216529,Ajinkya Rahane,lbw b KH Pandya,15,15,-,3,0,100.00,Delhi Capitals
1,ipl-2020-21-1210595,mumbai-indians-vs-delhi-capitals-27th-match-1216529,Shreyas Iyer (c),c Boult b KH Pandya,42,33,-,5,0,127.27,Delhi Capitals
1,ipl-2020-21-1210595,mumbai-indians-vs-delhi-capitals-27th-match-1216529,Marcus Stoinis,run out (Yadav/Chahar),13,8,-,2,0,162.50,Delhi Capitals
1,ipl-2020-21-1210595,mumbai-indians-vs-delhi-capitals-27th-match-1216529,Alex Carey,not out ,14,9,-,0,0,155.55,Delhi Capitals
2,ipl-2020-21-1210595,mumbai-indians-vs-delhi-capitals-27th-match-1216529,Rohit Sharma (c),c Rabada b AR Patel,5,12,-,0,0,41.66,Mumbai Indians
2,ipl-2020-21-1210595,mumbai-indians-vs-delhi-capitals-27th-match-1216529,Quinton de Kock,c Shaw b Ashwin,53,36,-,4,3,147.22,Mumbai Indians
2,ipl-2020-21-1210595,mumbai-indians-vs-delhi-capitals-27th-match-1216529,Suryakumar Yadav,c Iyer b Rabada,53,32,-,6,1,165.62,Mumbai Indians
2,ipl-2020-21-1210595,mumbai-indians-vs-delhi-capitals-27th-match-1216529,Ishan Kishan,c AR Patel b Rabada,28,15,-,2,2,186.66,Mumbai Indians
2,ipl-2020-21-1210595,mumbai-indians-vs-delhi-capitals-27th-match-1216529,Hardik Pandya,c Carey b Stoinis,0,2,-,0,0,0.00,Mumbai Indians
2,ipl-2020-21-1210595,mumbai-indians-vs-delhi-capitals-27th-match-1216529,Kieron Pollard,not out ,11,14,-,1,0,78.57,Mumbai Indians
2,ipl-2020-21-1210595,mumbai-indians-vs-delhi-capitals-27th-match-1216529,Krunal Pandya,not out ,12,7,-,2,0,171.42,Mumbai Indians
