innings,series,game,Player,O,M,R,W,ECON,0s,4s,6s,WD,NB,team
1,ipl-2020-21-1210595,royal-challengers-bangalore-vs-chennai-super-kings-44th-match-1216544,Deepak Chahar,4,0,31,2,7.75,9,3,1,0,0,Chennai Super Kings
1,ipl-2020-21-1210595,royal-challengers-bangalore-vs-chennai-super-kings-44th-match-1216544,Monu Kumar,2,0,20,0,10.00,4,2,0,3,1,Chennai Super Kings
1,ipl-2020-21-1210595,royal-challengers-bangalore-vs-chennai-super-kings-44th-match-1216544,Sam Curran,3,0,19,3,6.33,6,1,0,2,1,Chennai Super Kings
1,ipl-2020-21-1210595,royal-challengers-bangalore-vs-chennai-super-kings-44th-match-1216544,Mitchell Santner,4,0,23,1,5.75,7,2,0,0,0,Chennai Super Kings
1,ipl-2020-21-1210595,royal-challengers-bangalore-vs-chennai-super-kings-44th-match-1216544,Imran Tahir,4,0,30,0,7.50,7,3,0,0,0,Chennai Super Kings
1,ipl-2020-21-1210595,royal-challengers-bangalore-vs-chennai-super-kings-44th-match-1216544,Ravindra Jadeja,3,0,20,0,6.66,4,0,1,0,0,Chennai Super Kings
2,ipl-2020-21-1210595,royal-challengers-bangalore-vs-chennai-super-kings-44th-match-1216544,Washington Sundar,4,0,27,0,6.75,8,1,1,0,0,Royal Challengers Bangalore
2,ipl-2020-21-1210595,royal-challengers-bangalore-vs-chennai-super-kings-44th-match-1216544,Chris Morris,3.4,0,36,1,9.81,10,4,2,1,0,Royal Challengers Bangalore
2,ipl-2020-21-1210595,royal-challengers-bangalore-vs-chennai-super-kings-44th-match-1216544,Mohammed Siraj,2,0,29,0,14.50,3,3,2,0,0,Royal Challengers Bangalore
2,ipl-2020-21-1210595,royal-challengers-bangalore-vs-chennai-super-kings-44th-match-1216544,Yuzvendra Chahal,4,0,21,1,5.25,7,1,0,0,0,Royal Challengers Bangalore
2,ipl-2020-21-1210595,royal-challengers-bangalore-vs-chennai-super-kings-44th-match-1216544,Moeen Ali,2,0,17,0,8.50,3,1,1,0,0,Royal Challengers Bangalore
2,ipl-2020-21-1210595,royal-challengers-bangalore-vs-chennai-super-kings-44th-match-1216544,Navdeep Saini,3,0,19,0,6.33,10,2,1,0,0,Royal Challengers Bangalore
