innings,series,game,Player,Out Type,Runs,B,M,4s,6s,SR,team
1,ipl-2020-21-1210595,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,Robin Uthappa,c Finch b Chahal,41,22,-,7,1,186.36,Rajasthan Royals
1,ipl-2020-21-1210595,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,Ben Stokes,c de Villiers b Morris,15,19,-,2,0,78.94,Rajasthan Royals
1,ipl-2020-21-1210595,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,Sanju Samson,c Morris b Chahal,9,6,-,0,1,150.00,Rajasthan Royals
1,ipl-2020-21-1210595,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,Steven Smith (c),c Shahbaz Ahmed b Morris,57,36,-,6,1,158.33,Rajasthan Royals
1,ipl-2020-21-1210595,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,Jos Buttler,c Saini b Morris,24,25,-,1,1,96.00,Rajasthan Royals
1,ipl-2020-21-1210595,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,Rahul Tewatia,not out ,19,11,-,1,1,172.72,Rajasthan Royals
1,ipl-2020-21-1210595,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,Jofra Archer,lbw b Morris,2,3,-,0,0,66.66,Rajasthan Royals
2,ipl-2020-21-1210595,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,Devdutt Padikkal,c Stokes b Tewatia,35,37,-,2,0,94.59,Royal Challengers Bangalore
2,ipl-2020-21-1210595,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,Aaron Finch,c Uthappa b Gopal,14,11,-,0,2,127.27,Royal Challengers Bangalore
2,ipl-2020-21-1210595,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,Virat Kohli (c),c Tewatia b Kartik Tyagi,43,32,-,1,2,134.37,Royal Challengers Bangalore
2,ipl-2020-21-1210595,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,AB de Villiers,not out ,55,22,-,1,6,250.00,Royal Challengers Bangalore
2,ipl-2020-21-1210595,rajasthan-royals-vs-royal-challengers-bangalore-33rd-match-1216522,Gurkeerat Singh Mann,not out ,19,17,-,1,0,111.76,Royal Challengers Bangalore
