innings,series,game,Player,O,M,R,W,ECON,0s,4s,6s,WD,NB,team
1,indian-premier-league-2007-08-313494,kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983,Brett Lee,4,0,35,1,8.75,12,5,1,0,1,Kings XI Punjab
1,indian-premier-league-2007-08-313494,kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983,Sreesanth,3,0,35,0,11.66,5,5,1,1,0,Kings XI Punjab
1,indian-premier-league-2007-08-313494,kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983,James Hopes,4,0,53,1,13.25,8,2,6,0,0,Kings XI Punjab
1,indian-premier-league-2007-08-313494,kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983,Irfan Pathan,4,0,47,2,11.75,6,4,3,0,0,Kings XI Punjab
1,indian-premier-league-2007-08-313494,kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983,Karan Goel,2,0,25,0,12.50,2,1,2,0,0,Kings XI Punjab
1,indian-premier-league-2007-08-313494,kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983,Piyush Chawla,1,0,19,0,19.00,1,1,2,0,0,Kings XI Punjab
1,indian-premier-league-2007-08-313494,kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983,Wilkin Mota,2,0,24,1,12.00,2,2,1,2,0,Kings XI Punjab
2,indian-premier-league-2007-08-313494,kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983,Jacob Oram,4,0,37,0,9.25,6,6,0,0,0,Chennai Super Kings
2,indian-premier-league-2007-08-313494,kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983,Manpreet Gony,4,0,42,1,10.50,7,2,3,2,0,Chennai Super Kings
2,indian-premier-league-2007-08-313494,kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983,Muthiah Muralidaran,4,0,33,1,8.25,7,1,2,1,0,Chennai Super Kings
2,indian-premier-league-2007-08-313494,kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983,Palani  Amarnath,4,0,42,1,10.50,4,5,1,0,0,Chennai Super Kings
2,indian-premier-league-2007-08-313494,kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983,Joginder Sharma,4,0,47,1,11.75,5,4,3,1,0,Chennai Super Kings
